Directories,Files,Lines of Code (LOC),Cyclomatic Complexity / Lines of Code,Comment Lines of Code (CLOC),Non-Comment Lines of Code (NCLOC),Logical Lines of Code (LLOC),LLOC outside functions or classes,Namespaces,Interfaces,Traits,Classes,Abstract Classes,Concrete Classes,Final Classes,Non-Final Classes,Classes Length (LLOC),Methods,Non-Static Methods,Static Methods,Public Methods,Non-Public Methods,Protected Methods,Private Methods,Cyclomatic Complexity / Number of Classes,Cyclomatic Complexity / Number of Methods,Functions,Named Functions,Anonymous Functions,Functions Length (LLOC),Average Function Length (LLOC),Average Class Length,Average Method Length,Average Methods per Class,Constants,Global Constants,Class Constants,Public Class Constants,Non-Public Class Constants,Attribute Accesses,Non-Static Attribute Accesses,Static Attribute Accesses,Method Calls,Non-Static Method Calls,Static Method Calls,Global Accesses,Global Variable Accesses,Super-Global Variable Accesses,Global Constant Accesses,Test Classes,Test Methods
"11","21","617","0.15217391304348","220","397","46","0","12","0","0","20","3","17","0","17","33","15","15","0","12","3","3","0","1.3","1.3076923076923","7","0","7","13","1.8571428571429","1.65","0.92307692307692","0.75","1","0","1","1","0","2","2","0","39","24","15","0","0","0","0","0","0"
